order_id,customer_id,product_id,warehouse_id,order_date,quantity,unit_price,status,priority
O00000223,C001313,P00843,W008,2026-05-31,2,13774.42,Delivered,Critical
O00000224,C001645,P00845,W003,2026-08-06,11,35897.56,Shipped,Low
O00000225,C008974,P00756,W006,2025-10-12,12,21101.44,Delivered,Low
O00000226,C003011,P00646,W008,2026-06-14,2,32104.5,Processing,Low
O00000227,C005007,P00322,W010,2026-06-14,13,10083.76,Pending,Low
O00000228,C002132,P00868,W010,2026-03-13,6,12555.22,Delivered,High
O00000229,C002188,P00267,W003,2026-01-21,15,23970.44,Cancelled,High
O00000230,C006792,P00377,W003,2026-07-19,10,10013.32,Delivered,Critical
O00000231,C000377,P00946,W009,2025-12-22,19,11301.91,Cancelled,Medium
O00000232,C003249,P00269,W003,2026-06-11,3,48708.97,Pending,Critical
O00000233,C004263,P00153,W002,2026-06-14,20,21502.28,Shipped,Medium
O00000234,C008616,P00446,W008,2026-01-27,19,5955.79,Delivered,Low
O00000235,C003122,P00969,W005,2025-12-16,8,35706.83,Shipped,Critical
O00000236,C003386,P00615,W004,2025-10-06,13,6596.95,Shipped,Medium
O00000237,C002392,P00030,W005,2026-08-02,14,9100.46,Shipped,Medium
O00000238,C004069,P00379,W010,2025-11-17,20,22603.74,Delivered,Low
O00000239,C005297,P00998,W007,2026-03-07,1,23497.19,Processing,Critical
O00000240,C004199,P00075,W002,2025-10-26,14,36831.59,Cancelled,Low
O00000241,C003848,P00483,W006,2026-07-13,2,16709.84,Cancelled,Low
O00000242,C006242,P00310,W007,2026-06-24,1,12757.48,Shipped,Medium
O00000243,C002939,P00267,W003,2026-04-05,18,2152.14,Cancelled,Critical
O00000244,C002162,P00092,W006,2025-10-11,11,43907.05,Cancelled,Critical
O00000245,C005133,P00046,W003,2025-10-10,5,13094.26,Delivered,High
O00000246,C004636,P00925,W005,2025-10-19,12,46319.23,Cancelled,High
O00000247,C002704,P00324,W008,2025-11-04,17,15719.21,Processing,Critical
O00000248,C000895,P00236,W003,2025-11-20,2,9527.11,Pending,Critical
O00000249,C007654,P00447,W002,2025-09-30,9,8261.39,Delivered,Low
O00000250,C009190,P00497,W008,2025-12-26,15,17890.35,Delivered,Low
O00000251,C001534,P00209,W005,2025-12-10,5,6270.35,Processing,Medium
O00000252,C009229,P00913,W010,2026-04-04,17,41146.33,Processing,Low
O00000253,C002959,P00427,W002,2026-03-26,17,38365.7,Processing,Critical
O00000254,C000426,P00292,W002,2026-02-04,4,44379.65,Delivered,High
O00000255,C001738,P00858,W006,2025-11-27,19,46464.51,Processing,Low
O00000256,C007862,P00465,W005,2026-02-08,3,23065.64,Cancelled,Low
O00000257,C007424,P00333,W010,2026-02-11,11,48491.55,Processing,Medium
O00000258,C004636,P00331,W001,2026-03-14,2,40097.74,Pending,Critical
O00000259,C002917,P00246,W007,2025-09-12,3,20003.04,Pending,Low
O00000260,C006593,P00292,W003,2025-11-07,7,8230.74,Pending,High
O00000261,C005081,P00926,W010,2026-04-24,16,40074.91,Processing,High
O00000262,C008400,P00205,W008,2026-01-01,4,41619.44,Delivered,Critical
O00000263,C009836,P00434,W002,2026-01-20,16,13497.12,Delivered,High
O00000264,C006980,P00096,W001,2025-12-13,20,9399.16,Cancelled,High
O00000265,C002541,P00954,W008,2026-08-23,15,33854.36,Cancelled,Low
O00000266,C001298,P00929,W008,2026-03-30,10,23464.14,Shipped,Medium
O00000267,C004922,P00862,W004,2026-01-11,5,34247.27,Cancelled,Critical
O00000268,C009028,P00079,W001,2026-06-20,10,28469.93,Cancelled,Low
O00000269,C001549,P00476,W010,2026-04-06,17,21303.18,Shipped,High
O00000270,C008249,P00017,W002,2026-05-31,9,29319.84,Delivered,Medium
O00000271,C000742,P00086,W007,2026-08-08,6,42161.2,Shipped,High
O00000272,C007372,P00639,W005,2026-06-15,19,36232.32,Shipped,Medium
O00000273,C009897,P00266,W002,2026-06-25,7,9335.86,Delivered,Low
O00000274,C000218,P00176,W008,2026-05-03,1,19807.2,Delivered,Critical
O00000275,C004962,P00634,W010,2026-08-24,20,36322.98,Shipped,Critical
O00000276,C002214,P00015,W004,2026-04-19,10,4472.99,Pending,Low
O00000277,C003429,P00493,W003,2026-02-20,7,42964.7,Processing,Critical
O00000278,C004931,P00789,W008,2026-01-05,18,9626.63,Processing,Critical
O00000279,C002722,P00925,W003,2026-07-16,14,1188.66,Delivered,Critical
O00000280,C007365,P00600,W004,2026-07-11,16,1079.43,Processing,High
O00000281,C006419,P00053,W006,2026-08-28,19,41489.59,Pending,Low
O00000282,C008122,P00755,W010,2025-11-10,14,48976.4,Cancelled,High
O00000283,C007965,P00526,W010,2026-07-29,2,24426.08,Cancelled,Critical
O00000284,C008656,P00020,W007,2026-02-06,8,35743.09,Cancelled,High
O00000285,C006835,P00911,W008,2026-01-12,18,3269.18,Pending,Critical
O00000286,C005682,P00460,W007,2026-08-05,20,46954.33,Pending,Medium
O00000287,C007689,P00353,W008,2026-07-09,10,36337.84,Processing,Medium
O00000288,C005557,P00944,W010,2026-06-23,19,45462.6,Delivered,Medium
O00000289,C006396,P00983,W007,2026-03-08,10,36177.45,Shipped,Critical
O00000290,C004628,P00708,W002,2025-09-14,6,31129.93,Delivered,Medium
O00000291,C009925,P00504,W002,2026-07-16,6,10054.26,Delivered,Critical
O00000292,C009124,P00049,W001,2025-09-22,10,11812.47,Shipped,High
O00000293,C002863,P00848,W009,2026-01-12,12,33878.7,Pending,Low
O00000294,C003715,P00124,W009,2026-02-06,11,21587.96,Processing,Critical
O00000295,C005821,P00788,W001,2025-10-24,9,49683.77,Cancelled,High
O00000296,C008445,P00619,W002,2026-03-22,5,42685.07,Pending,Critical
O00000297,C001818,P00999,W002,2026-05-29,15,48136.09,Cancelled,Low
O00000298,C001728,P00172,W002,2025-12-21,18,2194.27,Processing,High
O00000299,C007234,P00781,W009,2025-12-19,6,36444.63,Delivered,Low
O00000300,C005483,P00839,W003,2026-07-31,5,32389.94,Pending,Medium
O00000301,C000108,P00252,W008,2025-11-13,15,48484.87,Shipped,High
O00000302,C004359,P00382,W007,2026-08-07,17,8645.96,Shipped,Medium
O00000303,C008678,P00432,W004,2026-06-30,5,37684.99,Processing,Critical
O00000304,C007517,P00975,W009,2026-07-07,14,45909.2,Shipped,Low
O00000305,C000163,P00735,W009,2025-10-26,15,7364.66,Pending,Low
O00000306,C002693,P00445,W001,2026-04-29,11,15808.75,Delivered,Low
O00000307,C000948,P00647,W009,2026-05-07,5,45135.31,Shipped,Critical
O00000308,C009071,P00895,W005,2025-09-12,13,44300.56,Shipped,High
O00000309,C008648,P00626,W003,2026-06-02,1,41367.48,Delivered,Critical
O00000310,C007245,P00715,W006,2026-08-27,7,44390.23,Delivered,Medium
O00000311,C008806,P00343,W007,2026-08-15,10,4305.62,Processing,High
O00000312,C009041,P00320,W009,2026-03-29,7,4731.7,Shipped,Medium
O00000313,C008847,P00607,W005,2025-10-04,1,1491.77,Processing,High
O00000314,C001810,P00750,W001,2026-06-01,14,49349.04,Shipped,High
O00000315,C000783,P00775,W002,2025-10-06,17,17788.22,Delivered,High
O00000316,C007425,P00348,W004,2026-02-12,19,36869.25,Cancelled,Medium
O00000317,C009385,P00689,W003,2025-09-16,12,15030.16,Delivered,Medium
O00000318,C009542,P00198,W006,2026-06-03,4,16459.56,Delivered,Low
O00000319,C006752,P00084,W002,2026-07-21,5,35610.86,Pending,Critical
O00000320,C007310,P00080,W006,2026-04-19,5,23865.03,Cancelled,Critical
O00000321,C006469,P00893,W005,2026-02-06,19,27992.53,Cancelled,Critical
O00000322,C008021,P00750,W007,2025-11-08,14,49825.94,Processing,Medium
O00000323,C007500,P00133,W009,2026-04-26,17,6443.49,Cancelled,Low
O00000324,C000535,P00765,W003,2026-05-24,7,22826.08,Cancelled,High
O00000325,C006695,P00113,W002,2025-12-04,4,30119.85,Shipped,High
O00000326,C001930,P00381,W005,2026-04-07,2,26186.6,Shipped,High
O00000327,C002341,P00146,W010,2026-06-08,10,24347.68,Delivered,Low
O00000328,C003533,P00188,W008,2026-01-04,10,44463.95,Pending,Low
O00000329,C000733,P00428,W008,2026-06-09,18,17497.58,Cancelled,High
O00000330,C005535,P00801,W007,2026-07-01,19,22673.48,Delivered,Medium
O00000331,C007552,P00780,W008,2026-08-09,5,25287.72,Delivered,Medium
O00000332,C006712,P00397,W004,2026-06-17,11,4556.82,Delivered,High
O00000333,C007260,P00754,W005,2026-05-05,18,2386.4,Pending,Medium
O00000334,C005061,P00575,W002,2026-02-15,1,28642.54,Cancelled,Low
O00000335,C008878,P00591,W001,2025-10-05,7,47762.9,Cancelled,Medium
O00000336,C000306,P00124,W009,2025-11-14,16,25181.68,Processing,Low
O00000337,C004019,P00850,W010,2026-01-26,9,39359.18,Delivered,Low
O00000338,C006584,P00604,W001,2025-10-06,18,30382.06,Delivered,Low
O00000339,C006799,P00025,W009,2026-01-03,11,21907.17,Shipped,Critical
O00000340,C001628,P00555,W003,2026-07-04,9,4642.15,Shipped,Medium
O00000341,C001469,P00158,W005,2025-10-09,6,12852.17,Delivered,Medium
O00000342,C005330,P00186,W001,2025-09-03,2,30762.32,Pending,High
O00000343,C002335,P00423,W006,2026-08-16,13,5027.34,Shipped,Critical
O00000344,C003926,P00771,W010,2026-06-25,4,2688.72,Cancelled,Medium
O00000345,C008265,P00395,W002,2025-09-02,16,25480.2,Shipped,Low
O00000346,C006670,P00068,W008,2025-11-18,11,23294.69,Pending,Critical
O00000347,C000306,P00276,W009,2026-03-11,8,45695.38,Cancelled,Low
O00000348,C002058,P00312,W010,2025-12-09,8,38172.62,Delivered,Critical
O00000349,C008200,P00209,W003,2026-05-01,3,42329.26,Shipped,Medium
O00000350,C006943,P00985,W009,2026-05-04,8,26923.03,Delivered,Low
O00000351,C004740,P00669,W003,2026-07-27,1,40650.92,Pending,Low
O00000352,C004111,P00860,W007,2026-04-10,16,13737.82,Shipped,Medium
O00000353,C004610,P00047,W003,2026-05-24,19,42050.14,Cancelled,Low
O00000354,C002015,P00851,W003,2025-10-27,10,4576.78,Cancelled,High
O00000355,C008271,P00981,W006,2025-10-18,14,10621.42,Shipped,High
O00000356,C005270,P00350,W004,2026-07-07,15,13723.36,Delivered,High
O00000357,C002191,P00662,W001,2025-10-28,1,45709.51,Cancelled,Critical
O00000358,C002844,P00424,W009,2025-09-03,1,45082.11,Delivered,Critical
O00000359,C001271,P00552,W001,2026-04-28,18,4149.32,Delivered,Low
O00000360,C006167,P00848,W010,2026-02-09,12,48604.75,Shipped,Critical
O00000361,C000139,P00128,W008,2026-08-26,6,41973.38,Shipped,Medium
O00000362,C000325,P00777,W005,2026-04-26,15,567.23,Shipped,Medium
O00000363,C004968,P00828,W004,2026-08-25,3,40832.41,Processing,Critical
O00000364,C008075,P00927,W010,2026-03-18,12,1936.12,Processing,Low
O00000365,C006490,P00114,W005,2026-06-29,7,49214.75,Cancelled,Critical
O00000366,C009269,P00689,W010,2026-01-28,6,27634.08,Cancelled,Medium
